BuildTreeFromTemplateTime,ChunkId,ChunkSize,Compressor,File,MatchTemplateTime,Original Compress Time,Original Decompress Time,Original Size,Original Size Compreseed,Prep: Total compressed size,Prep: Total compression time,Prep: Total decompression time,PreprocessingTime,TemplateSize,UniqueNumTemplates,UniqueNumVariables,VariableSize
3.69021,87,128K,lz4,Android,934.269549,0.025263,0.025962,131030,36266.0,139390.0,107.802216,107.247675,934.573249,42431,466,694,35708
3.69021,88,128K,gzip,Android,57.980992,0.027473,0.026699,130951,17792.0,86650.0,46.9153,46.871551,58.14047,35845,125,454,45620
3.69021,88,128K,deflate,Android,57.980992,0.03429,0.028295,130951,17540.0,283660.0,54.450379,54.764527,58.14047,35845,125,454,45620
3.69021,88,128K,lz4,Android,57.980992,0.027013,0.025677,130951,24238.0,80148.0,47.27577,47.242411,58.14047,35845,125,454,45620
3.69021,89,128K,gzip,Android,1.068236,0.026259,0.025807,131061,15957.0,87527.0,48.810182,49.110182,1.259917,36024,221,426,43098
3.69021,89,128K,deflate,Android,1.068236,0.03676,0.028414,131061,15779.0,294932.0,57.46154,57.546211,1.259917,36024,221,426,43098
3.69021,89,128K,lz4,Android,1.068236,0.024405,0.025496,131061,24227.0,76248.0,49.482945,49.563992,1.259917,36024,221,426,43098
3.69021,90,128K,gzip,Android,50.173165,0.027016,0.026581,130959,19106.0,142835.0,82.823366,82.260335,50.430757,36767,317,730,46679
3.69021,90,128K,deflate,Android,50.173165,0.034594,0.028783,130959,18757.0,488524.0,100.648496,100.489968,50.430757,36767,317,730,46679
3.69021,90,128K,lz4,Android,50.173165,0.025101,0.025442,130959,28379.0,112250.0,83.088147,83.740325,50.430757,36767,317,730,46679
3.69021,91,128K,gzip,Android,42.411678,0.027139,0.02577,131014,20998.0,125853.0,71.331552,71.127668,42.644829,40305,215,413,41117
3.69021,91,128K,deflate,Android,42.411678,0.03422,0.028247,131014,20659.0,426959.0,85.811287,85.919454,42.644829,40305,215,413,41117
3.69021,91,128K,lz4,Android,42.411678,0.025333,0.024994,131014,29488.0,106011.0,72.015189,72.392339,42.644829,40305,215,413,41117
3.69021,92,128K,gzip,Android,63.267343,0.026503,0.026201,130991,16380.0,81763.0,42.304498,42.609833,63.418962,34435,112,509,47122
3.69021,92,128K,deflate,Android,63.267343,0.037501,0.028562,130991,16410.0,259074.0,49.253358,49.341649,63.418962,34435,112,509,47122
3.69021,92,128K,lz4,Android,63.267343,0.026319,0.025022,130991,24392.0,79881.0,42.871769,42.965915,63.418962,34435,112,509,47122
3.69021,93,128K,gzip,Android,2.262135,0.027434,0.025935,131059,22454.0,143507.0,82.199074,82.280153,2.537886,44472,452,705,36158
3.69021,93,128K,deflate,Android,2.262135,0.037731,0.027885,131059,21954.0,484507.0,99.391912,99.462926,2.537886,44472,452,705,36158
3.69021,93,128K,lz4,Android,2.262135,0.025725,0.025466,131059,33688.0,114166.0,83.007096,83.290795,2.537886,44472,452,705,36158
3.69021,94,128K,gzip,Android,5.193693,0.026894,0.026126,131071,16642.0,97381.0,55.78692,55.433364,5.393063,38839,220,572,50301
3.69021,94,128K,deflate,Android,5.193693,0.033954,0.028575,131071,16783.0,326793.0,65.758451,65.868101,5.393063,38839,220,572,50301
3.69021,94,128K,lz4,Android,5.193693,0.027065,0.025668,131071,24365.0,79172.0,56.489846,56.502173,5.393063,38839,220,572,50301
3.69021,95,128K,gzip,Android,72.164324,0.02805,0.026631,131058,16736.0,70926.0,36.435301,36.655909,72.306495,36359,125,379,43849
3.69021,95,128K,deflate,Android,72.164324,0.037033,0.027391,131058,16698.0,222953.0,42.13276,42.238599,72.306495,36359,125,379,43849
3.69021,95,128K,lz4,Android,72.164324,0.027139,0.0259,131058,23494.0,71323.0,36.937573,36.864998,72.306495,36359,125,379,43849
3.69021,96,128K,gzip,Android,541.969822,0.031267,0.025112,130977,19666.0,177856.0,102.309032,102.655187,542.246148,38209,294,610,40490
3.69021,96,128K,deflate,Android,541.969822,0.035518,0.028254,130977,19196.0,606316.0,126.960959,126.885717,542.246148,38209,294,610,40490
3.69021,96,128K,lz4,Android,541.969822,0.025689,0.025224,130977,28754.0,131199.0,103.563346,103.391291,542.246148,38209,294,610,40490
